7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
100.6983 	EXP 	Gray_Square: autoDraw = False
100.6983 	EXP 	T1_text: autoDraw = False
100.6983 	EXP 	T1_Delay: autoDraw = False
100.6983 	EXP 	T2_text: autoDraw = False
100.6983 	EXP 	Gray_Square2: autoDraw = False
100.6983 	EXP 	X_or_Y: autoDraw = False
100.6983 	EXP 	Gray_Square3: autoDraw = True
100.6983 	EXP 	text_3: autoDraw = True
102.1852 	EXP 	Gray_Square3: autoDraw = False
102.1852 	EXP 	text_3: autoDraw = False
102.1852 	EXP 	Gray_Square3: autoDraw = False
102.1852 	EXP 	text_3: autoDraw = False
102.1852 	EXP 	T1_text: text = 'X'
102.1852 	EXP 	T2_text: text = '1'
102.1852 	EXP 	Gray_Square: autoDraw = True
102.1852 	EXP 	T1_text: autoDraw = True
102.2858 	EXP 	T1_text: autoDraw = False
102.3032 	EXP 	T1_Delay: autoDraw = True
103.0882 	EXP 	T1_Delay: autoDraw = False
103.0882 	EXP 	T2_text: autoDraw = True
103.5064 	DATA 	Keypress: z
103.5120 	EXP 	New trial (rep=18, index=0): None
103.5236 	EXP 	Gray_Square: autoDraw = False
103.5236 	EXP 	T1_text: autoDraw = False
103.5236 	EXP 	T1_Delay: autoDraw = False
103.5236 	EXP 	T2_text: autoDraw = False
103.5236 	EXP 	Gray_Square2: autoDraw = False
103.5236 	EXP 	X_or_Y: autoDraw = False
103.5236 	EXP 	Gray_Square3: autoDraw = True
103.5236 	EXP 	text_3: autoDraw = True
104.6261 	EXP 	Gray_Square3: autoDraw = False
104.6261 	EXP 	text_3: autoDraw = False
104.6261 	EXP 	Gray_Square3: autoDraw = False
104.6261 	EXP 	text_3: autoDraw = False
104.6261 	EXP 	T1_text: text = 'Y'
104.6261 	EXP 	T2_text: text = '2'
104.6261 	EXP 	Gray_Square: autoDraw = True
104.6261 	EXP 	T1_text: autoDraw = True
104.7097 	EXP 	T1_text: autoDraw = False
104.7267 	EXP 	T1_Delay: autoDraw = True
105.5121 	EXP 	T1_Delay: autoDraw = False
105.5121 	EXP 	T2_text: autoDraw = True
105.8802 	DATA 	Keypress: slash
105.8858 	EXP 	New trial (rep=19, index=0): None
105.8972 	EXP 	Gray_Square: autoDraw = False
105.8972 	EXP 	T1_text: autoDraw = False
105.8972 	EXP 	T1_Delay: autoDraw = False
105.8972 	EXP 	T2_text: autoDraw = False
105.8972 	EXP 	Gray_Square2: autoDraw = False
105.8972 	EXP 	X_or_Y: autoDraw = False
105.8972 	EXP 	Gray_Square3: autoDraw = True
105.8972 	EXP 	text_3: autoDraw = True
106.9330 	EXP 	Gray_Square3: autoDraw = False
106.9330 	EXP 	text_3: autoDraw = False
106.9330 	EXP 	Gray_Square3: autoDraw = False
106.9330 	EXP 	text_3: autoDraw = False
106.9330 	EXP 	T1_text: text = '#'
106.9330 	EXP 	T2_text: text = '1'
106.9330 	EXP 	Gray_Square: autoDraw = True
106.9330 	EXP 	T1_text: autoDraw = True
107.0162 	EXP 	T1_text: autoDraw = False
107.0329 	EXP 	T1_Delay: autoDraw = True
107.8190 	EXP 	T1_Delay: autoDraw = False
107.8190 	EXP 	T2_text: autoDraw = True
108.1871 	DATA 	Keypress: z
108.1928 	EXP 	New trial (rep=20, index=0): None
108.2041 	EXP 	Gray_Square: autoDraw = False
108.2041 	EXP 	T1_text: autoDraw = False
108.2041 	EXP 	T1_Delay: autoDraw = False
108.2041 	EXP 	T2_text: autoDraw = False
108.2041 	EXP 	Gray_Square2: autoDraw = False
108.2041 	EXP 	X_or_Y: autoDraw = False
108.2041 	EXP 	Gray_Square3: autoDraw = True
108.2041 	EXP 	text_3: autoDraw = True
109.5752 	EXP 	Gray_Square3: autoDraw = False
109.5752 	EXP 	text_3: autoDraw = False
109.5752 	EXP 	Gray_Square3: autoDraw = False
109.5752 	EXP 	text_3: autoDraw = False
109.5752 	EXP 	T1_text: text = 'Y'
109.5752 	EXP 	T2_text: text = '1'
109.5752 	EXP 	Gray_Square: autoDraw = True
109.5752 	EXP 	T1_text: autoDraw = True
109.6745 	EXP 	T1_text: autoDraw = False
109.6916 	EXP 	T1_Delay: autoDraw = True
110.4769 	EXP 	T1_Delay: autoDraw = False
110.4769 	EXP 	T2_text: autoDraw = True
110.7788 	DATA 	Keypress: slash
110.7841 	EXP 	New trial (rep=21, index=0): None
110.7945 	EXP 	Gray_Square: autoDraw = False
110.7945 	EXP 	T1_text: autoDraw = False
110.7945 	EXP 	T1_Delay: autoDraw = False
110.7945 	EXP 	T2_text: autoDraw = False
110.7945 	EXP 	Gray_Square2: autoDraw = False
110.7945 	EXP 	X_or_Y: autoDraw = False
110.7945 	EXP 	Gray_Square3: autoDraw = True
110.7945 	EXP 	text_3: autoDraw = True
112.3156 	EXP 	Gray_Square3: autoDraw = False
112.3156 	EXP 	text_3: autoDraw = False
112.3156 	EXP 	Gray_Square3: autoDraw = False
112.3156 	EXP 	text_3: autoDraw = False
112.3156 	EXP 	T1_text: text = 'X'
112.3156 	EXP 	T2_text: text = '1'
112.3156 	EXP 	Gray_Square: autoDraw = True
112.3156 	EXP 	T1_text: autoDraw = True
112.4160 	EXP 	T1_text: autoDraw = False
112.4331 	EXP 	T1_Delay: autoDraw = True
113.2183 	EXP 	T1_Delay: autoDraw = False
113.2183 	EXP 	T2_text: autoDraw = True
113.7202 	DATA 	Keypress: z
113.7258 	EXP 	New trial (rep=22, index=0): None
113.7371 	EXP 	Gray_Square: autoDraw = False
113.7371 	EXP 	T1_text: autoDraw = False
113.7371 	EXP 	T1_Delay: autoDraw = False
113.7371 	EXP 	T2_text: autoDraw = False
113.7371 	EXP 	Gray_Square2: autoDraw = False
113.7371 	EXP 	X_or_Y: autoDraw = False
113.7371 	EXP 	Gray_Square3: autoDraw = True
113.7371 	EXP 	text_3: autoDraw = True
115.2411 	EXP 	Gray_Square3: autoDraw = False
115.2411 	EXP 	text_3: autoDraw = False
115.2411 	EXP 	Gray_Square3: autoDraw = False
115.2411 	EXP 	text_3: autoDraw = False
115.2411 	EXP 	T1_text: text = 'Y'
115.2411 	EXP 	T2_text: text = '2'
115.2411 	EXP 	Gray_Square: autoDraw = True
115.2411 	EXP 	T1_text: autoDraw = True
115.3247 	EXP 	T1_text: autoDraw = False
115.3420 	EXP 	T1_Delay: autoDraw = True
116.1279 	EXP 	T1_Delay: autoDraw = False
116.1279 	EXP 	T2_text: autoDraw = True
116.6642 	DATA 	Keypress: slash
116.6843 	EXP 	New trial (rep=23, index=0): None
116.6959 	EXP 	Gray_Square: autoDraw = False
116.6959 	EXP 	T1_text: autoDraw = False
116.6959 	EXP 	T1_Delay: autoDraw = False
116.6959 	EXP 	T2_text: autoDraw = False
116.6959 	EXP 	Gray_Square2: autoDraw = False
116.6959 	EXP 	X_or_Y: autoDraw = False
116.6959 	EXP 	Gray_Square3: autoDraw = True
116.6959 	EXP 	text_3: autoDraw = True
117.8995 	EXP 	Gray_Square3: autoDraw = False
117.8995 	EXP 	text_3: autoDraw = False
117.8995 	EXP 	Gray_Square3: autoDraw = False
117.8995 	EXP 	text_3: autoDraw = False
117.8995 	EXP 	T1_text: text = '#'
117.8995 	EXP 	T2_text: text = '2'
117.8995 	EXP 	Gray_Square: autoDraw = True
117.8995 	EXP 	T1_text: autoDraw = True
117.9992 	EXP 	T1_text: autoDraw = False
118.0163 	EXP 	T1_Delay: autoDraw = True
118.8016 	EXP 	T1_Delay: autoDraw = False
118.8016 	EXP 	T2_text: autoDraw = True
119.2367 	DATA 	Keypress: slash
119.2423 	EXP 	New trial (rep=24, index=0): None
119.2534 	EXP 	Gray_Square: autoDraw = False
119.2534 	EXP 	T1_text: autoDraw = False
119.2534 	EXP 	T1_Delay: autoDraw = False
119.2534 	EXP 	T2_text: autoDraw = False
119.2534 	EXP 	Gray_Square2: autoDraw = False
119.2534 	EXP 	X_or_Y: autoDraw = False
119.2534 	EXP 	Gray_Square3: autoDraw = True
119.2534 	EXP 	text_3: autoDraw = True
120.6906 	EXP 	Gray_Square3: autoDraw = False
120.6906 	EXP 	text_3: autoDraw = False
120.6906 	EXP 	Gray_Square3: autoDraw = False
120.6906 	EXP 	text_3: autoDraw = False
120.6906 	EXP 	T1_text: text = 'Y'
120.6906 	EXP 	T2_text: text = '2'
120.6906 	EXP 	Gray_Square: autoDraw = True
120.6906 	EXP 	T1_text: autoDraw = True
120.7909 	EXP 	T1_text: autoDraw = False
120.8076 	EXP 	T1_Delay: autoDraw = True
121.5933 	EXP 	T1_Delay: autoDraw = False
121.5933 	EXP 	T2_text: autoDraw = True
121.9947 	DATA 	Keypress: slash
122.0003 	EXP 	New trial (rep=25, index=0): None
122.0117 	EXP 	Gray_Square: autoDraw = False
122.0117 	EXP 	T1_text: autoDraw = False
122.0117 	EXP 	T1_Delay: autoDraw = False
122.0117 	EXP 	T2_text: autoDraw = False
122.0117 	EXP 	Gray_Square2: autoDraw = False
122.0117 	EXP 	X_or_Y: autoDraw = False
122.0117 	EXP 	Gray_Square3: autoDraw = True
122.0117 	EXP 	text_3: autoDraw = True
123.9174 	EXP 	Gray_Square3: autoDraw = False
123.9174 	EXP 	text_3: autoDraw = False
123.9174 	EXP 	Gray_Square3: autoDraw = False
123.9174 	EXP 	text_3: autoDraw = False
123.9174 	EXP 	T1_text: text = 'Y'
123.9174 	EXP 	T2_text: text = '2'
123.9174 	EXP 	Gray_Square: autoDraw = True
123.9174 	EXP 	T1_text: autoDraw = True
124.0171 	EXP 	T1_text: autoDraw = False
124.0342 	EXP 	T1_Delay: autoDraw = True
124.8201 	EXP 	T1_Delay: autoDraw = False
124.8201 	EXP 	T2_text: autoDraw = True
125.2721 	DATA 	Keypress: slash
125.2777 	EXP 	New trial (rep=26, index=0): None
125.2876 	EXP 	Gray_Square: autoDraw = False
125.2876 	EXP 	T1_text: autoDraw = False
125.2876 	EXP 	T1_Delay: autoDraw = False
125.2876 	EXP 	T2_text: autoDraw = False
125.2876 	EXP 	Gray_Square2: autoDraw = False
125.2876 	EXP 	X_or_Y: autoDraw = False
125.2876 	EXP 	Gray_Square3: autoDraw = True
125.2876 	EXP 	text_3: autoDraw = True
127.1108 	EXP 	Gray_Square3: autoDraw = False
127.1108 	EXP 	text_3: autoDraw = False
127.1108 	EXP 	Gray_Square3: autoDraw = False
127.1108 	EXP 	text_3: autoDraw = False
127.1108 	EXP 	T1_text: text = '#'
127.1108 	EXP 	T2_text: text = '2'
127.1108 	EXP 	Gray_Square: autoDraw = True
127.1108 	EXP 	T1_text: autoDraw = True
127.2096 	EXP 	T1_text: autoDraw = False
127.2264 	EXP 	T1_Delay: autoDraw = True
128.0128 	EXP 	T1_Delay: autoDraw = False
128.0128 	EXP 	T2_text: autoDraw = True
128.4645 	DATA 	Keypress: slash
128.4701 	EXP 	New trial (rep=27, index=0): None
128.4804 	EXP 	Gray_Square: autoDraw = False
128.4804 	EXP 	T1_text: autoDraw = False
128.4804 	EXP 	T1_Delay: autoDraw = False
128.4804 	EXP 	T2_text: autoDraw = False
128.4804 	EXP 	Gray_Square2: autoDraw = False
128.4804 	EXP 	X_or_Y: autoDraw = False
128.4804 	EXP 	Gray_Square3: autoDraw = True
128.4804 	EXP 	text_3: autoDraw = True
129.5343 	EXP 	Gray_Square3: autoDraw = False
129.5343 	EXP 	text_3: autoDraw = False
129.5343 	EXP 	Gray_Square3: autoDraw = False
129.5343 	EXP 	text_3: autoDraw = False
129.5343 	EXP 	T1_text: text = 'Y'
129.5343 	EXP 	T2_text: text = '1'
129.5343 	EXP 	Gray_Square: autoDraw = True
129.5343 	EXP 	T1_text: autoDraw = True
129.6171 	EXP 	T1_text: autoDraw = False
129.6343 	EXP 	T1_Delay: autoDraw = True
130.4204 	EXP 	T1_Delay: autoDraw = False
130.4204 	EXP 	T2_text: autoDraw = True
130.9381 	DATA 	Keypress: z
130.9437 	EXP 	New trial (rep=28, index=0): None
130.9552 	EXP 	Gray_Square: autoDraw = False
130.9552 	EXP 	T1_text: autoDraw = False
130.9552 	EXP 	T1_Delay: autoDraw = False
130.9552 	EXP 	T2_text: autoDraw = False
130.9552 	EXP 	Gray_Square2: autoDraw = False
130.9552 	EXP 	X_or_Y: autoDraw = False
130.9552 	EXP 	Gray_Square3: autoDraw = True
130.9552 	EXP 	text_3: autoDraw = True
132.5769 	EXP 	Gray_Square3: autoDraw = False
132.5769 	EXP 	text_3: autoDraw = False
132.5769 	EXP 	Gray_Square3: autoDraw = False
132.5769 	EXP 	text_3: autoDraw = False
132.5769 	EXP 	T1_text: text = '#'
132.5769 	EXP 	T2_text: text = '2'
132.5769 	EXP 	Gray_Square: autoDraw = True
132.5769 	EXP 	T1_text: autoDraw = True
132.6768 	EXP 	T1_text: autoDraw = False
132.6930 	EXP 	T1_Delay: autoDraw = True
133.4619 	EXP 	T1_Delay: autoDraw = False
133.4619 	EXP 	T2_text: autoDraw = True
134.2145 	DATA 	Keypress: slash
134.2201 	EXP 	New trial (rep=29, index=0): None
134.2318 	EXP 	Gray_Square: autoDraw = False
134.2318 	EXP 	T1_text: autoDraw = False
134.2318 	EXP 	T1_Delay: autoDraw = False
134.2318 	EXP 	T2_text: autoDraw = False
134.2318 	EXP 	Gray_Square2: autoDraw = False
134.2318 	EXP 	X_or_Y: autoDraw = False
134.2318 	EXP 	Gray_Square3: autoDraw = True
134.2318 	EXP 	text_3: autoDraw = True
136.0371 	EXP 	Gray_Square3: autoDraw = False
136.0371 	EXP 	text_3: autoDraw = False
136.0371 	EXP 	Gray_Square3: autoDraw = False
136.0371 	EXP 	text_3: autoDraw = False
136.0371 	EXP 	T1_text: text = '#'
136.0371 	EXP 	T2_text: text = '2'
136.0371 	EXP 	Gray_Square: autoDraw = True
136.0371 	EXP 	T1_text: autoDraw = True
136.1363 	EXP 	T1_text: autoDraw = False
136.1534 	EXP 	T1_Delay: autoDraw = True
136.9391 	EXP 	T1_Delay: autoDraw = False
136.9391 	EXP 	T2_text: autoDraw = True
137.4414 	DATA 	Keypress: slash
137.4470 	EXP 	New trial (rep=30, index=0): None
137.4579 	EXP 	Gray_Square: autoDraw = False
137.4579 	EXP 	T1_text: autoDraw = False
137.4579 	EXP 	T1_Delay: autoDraw = False
137.4579 	EXP 	T2_text: autoDraw = False
137.4579 	EXP 	Gray_Square2: autoDraw = False
137.4579 	EXP 	X_or_Y: autoDraw = False
137.4579 	EXP 	Gray_Square3: autoDraw = True
137.4579 	EXP 	text_3: autoDraw = True
138.6939 	EXP 	Gray_Square3: autoDraw = False
138.6939 	EXP 	text_3: autoDraw = False
138.6939 	EXP 	Gray_Square3: autoDraw = False
138.6939 	EXP 	text_3: autoDraw = False
138.6939 	EXP 	T1_text: text = 'Y'
138.6939 	EXP 	T2_text: text = '2'
138.6939 	EXP 	Gray_Square: autoDraw = True
138.6939 	EXP 	T1_text: autoDraw = True
138.7942 	EXP 	T1_text: autoDraw = False
138.8113 	EXP 	T1_Delay: autoDraw = True
139.5966 	EXP 	T1_Delay: autoDraw = False
139.5966 	EXP 	T2_text: autoDraw = True
140.8840 	DATA 	Keypress: slash
140.8896 	EXP 	New trial (rep=31, index=0): None
140.9004 	EXP 	Gray_Square: autoDraw = False
140.9004 	EXP 	T1_text: autoDraw = False
140.9004 	EXP 	T1_Delay: autoDraw = False
140.9004 	EXP 	T2_text: autoDraw = False
140.9004 	EXP 	Gray_Square2: autoDraw = False
140.9004 	EXP 	X_or_Y: autoDraw = False
140.9004 	EXP 	Gray_Square3: autoDraw = True
140.9004 	EXP 	text_3: autoDraw = True
142.1374 	EXP 	Gray_Square3: autoDraw = False
142.1374 	EXP 	text_3: autoDraw = False
142.1374 	EXP 	Gray_Square3: autoDraw = False
142.1374 	EXP 	text_3: autoDraw = False
142.1374 	EXP 	T1_text: text = 'X'
142.1374 	EXP 	T2_text: text = '1'
142.1374 	EXP 	Gray_Square: autoDraw = True
142.1374 	EXP 	T1_text: autoDraw = True
142.2377 	EXP 	T1_text: autoDraw = False
142.2544 	EXP 	T1_Delay: autoDraw = True
143.0404 	EXP 	T1_Delay: autoDraw = False
143.0404 	EXP 	T2_text: autoDraw = True
143.6098 	DATA 	Keypress: z
143.6154 	EXP 	New trial (rep=32, index=0): None
143.6255 	EXP 	Gray_Square: autoDraw = False
143.6255 	EXP 	T1_text: autoDraw = False
143.6255 	EXP 	T1_Delay: autoDraw = False
143.6255 	EXP 	T2_text: autoDraw = False
143.6255 	EXP 	Gray_Square2: autoDraw = False
143.6255 	EXP 	X_or_Y: autoDraw = False
143.6255 	EXP 	Gray_Square3: autoDraw = True
143.6255 	EXP 	text_3: autoDraw = True
145.2646 	EXP 	Gray_Square3: autoDraw = False
145.2646 	EXP 	text_3: autoDraw = False
145.2646 	EXP 	Gray_Square3: autoDraw = False
145.2646 	EXP 	text_3: autoDraw = False
145.2646 	EXP 	T1_text: text = '#'
145.2646 	EXP 	T2_text: text = '2'
145.2646 	EXP 	Gray_Square: autoDraw = True
145.2646 	EXP 	T1_text: autoDraw = True
145.3473 	EXP 	T1_text: autoDraw = False
145.3645 	EXP 	T1_Delay: autoDraw = True
146.1497 	EXP 	T1_Delay: autoDraw = False
146.1497 	EXP 	T2_text: autoDraw = True
146.6181 	DATA 	Keypress: slash
146.6237 	EXP 	New trial (rep=33, index=0): None
146.6350 	EXP 	Gray_Square: autoDraw = False
146.6350 	EXP 	T1_text: autoDraw = False
146.6350 	EXP 	T1_Delay: autoDraw = False
146.6350 	EXP 	T2_text: autoDraw = False
146.6350 	EXP 	Gray_Square2: autoDraw = False
146.6350 	EXP 	X_or_Y: autoDraw = False
146.6350 	EXP 	Gray_Square3: autoDraw = True
146.6350 	EXP 	text_3: autoDraw = True
147.7550 	EXP 	Gray_Square3: autoDraw = False
147.7550 	EXP 	text_3: autoDraw = False
147.7550 	EXP 	Gray_Square3: autoDraw = False
147.7550 	EXP 	text_3: autoDraw = False
147.7550 	EXP 	T1_text: text = '#'
147.7550 	EXP 	T2_text: text = '1'
147.7550 	EXP 	Gray_Square: autoDraw = True
147.7550 	EXP 	T1_text: autoDraw = True
147.8548 	EXP 	T1_text: autoDraw = False
147.8715 	EXP 	T1_Delay: autoDraw = True
148.6575 	EXP 	T1_Delay: autoDraw = False
148.6575 	EXP 	T2_text: autoDraw = True
149.1255 	DATA 	Keypress: z
149.1311 	EXP 	New trial (rep=34, index=0): None
149.1424 	EXP 	Gray_Square: autoDraw = False
149.1424 	EXP 	T1_text: autoDraw = False
149.1424 	EXP 	T1_Delay: autoDraw = False
149.1424 	EXP 	T2_text: autoDraw = False
149.1424 	EXP 	Gray_Square2: autoDraw = False
149.1424 	EXP 	X_or_Y: autoDraw = False
149.1424 	EXP 	Gray_Square3: autoDraw = True
149.1424 	EXP 	text_3: autoDraw = True
150.1626 	EXP 	Gray_Square3: autoDraw = False
150.1626 	EXP 	text_3: autoDraw = False
150.1626 	EXP 	Gray_Square3: autoDraw = False
150.1626 	EXP 	text_3: autoDraw = False
150.1626 	EXP 	T1_text: text = '#'
150.1626 	EXP 	T2_text: text = '1'
150.1626 	EXP 	Gray_Square: autoDraw = True
150.1626 	EXP 	T1_text: autoDraw = True
150.2619 	EXP 	T1_text: autoDraw = False
150.2789 	EXP 	T1_Delay: autoDraw = True
151.0649 	EXP 	T1_Delay: autoDraw = False
151.0649 	EXP 	T2_text: autoDraw = True
151.6998 	DATA 	Keypress: z
151.7054 	EXP 	New trial (rep=35, index=0): None
151.7169 	EXP 	Gray_Square: autoDraw = False
151.7169 	EXP 	T1_text: autoDraw = False
151.7169 	EXP 	T1_Delay: autoDraw = False
151.7169 	EXP 	T2_text: autoDraw = False
151.7169 	EXP 	Gray_Square2: autoDraw = False
151.7169 	EXP 	X_or_Y: autoDraw = False
151.7169 	EXP 	Gray_Square3: autoDraw = True
151.7169 	EXP 	text_3: autoDraw = True
153.1037 	EXP 	Gray_Square3: autoDraw = False
153.1037 	EXP 	text_3: autoDraw = False
153.1037 	EXP 	Gray_Square3: autoDraw = False
153.1037 	EXP 	text_3: autoDraw = False
153.1037 	EXP 	T1_text: text = 'Y'
153.1037 	EXP 	T2_text: text = '1'
153.1037 	EXP 	Gray_Square: autoDraw = True
153.1037 	EXP 	T1_text: autoDraw = True
153.2040 	EXP 	T1_text: autoDraw = False
153.2213 	EXP 	T1_Delay: autoDraw = True
154.0064 	EXP 	T1_Delay: autoDraw = False
154.0064 	EXP 	T2_text: autoDraw = True
154.5082 	DATA 	Keypress: z
154.5138 	EXP 	New trial (rep=36, index=0): None
154.5251 	EXP 	Gray_Square: autoDraw = False
154.5251 	EXP 	T1_text: autoDraw = False
154.5251 	EXP 	T1_Delay: autoDraw = False
154.5251 	EXP 	T2_text: autoDraw = False
154.5251 	EXP 	Gray_Square2: autoDraw = False
154.5251 	EXP 	X_or_Y: autoDraw = False
154.5251 	EXP 	Gray_Square3: autoDraw = True
154.5251 	EXP 	text_3: autoDraw = True
156.1628 	EXP 	Gray_Square3: autoDraw = False
156.1628 	EXP 	text_3: autoDraw = False
156.1628 	EXP 	Gray_Square3: autoDraw = False
156.1628 	EXP 	text_3: autoDraw = False
156.1628 	EXP 	T1_text: text = 'X'
156.1628 	EXP 	T2_text: text = '1'
156.1628 	EXP 	Gray_Square: autoDraw = True
156.1628 	EXP 	T1_text: autoDraw = True
156.2632 	EXP 	T1_text: autoDraw = False
156.2803 	EXP 	T1_Delay: autoDraw = True
157.0662 	EXP 	T1_Delay: autoDraw = False
157.0662 	EXP 	T2_text: autoDraw = True
157.5171 	DATA 	Keypress: z
157.5227 	EXP 	New trial (rep=37, index=0): None
157.5333 	EXP 	Gray_Square: autoDraw = False
157.5333 	EXP 	T1_text: autoDraw = False
157.5333 	EXP 	T1_Delay: autoDraw = False
157.5333 	EXP 	T2_text: autoDraw = False
157.5333 	EXP 	Gray_Square2: autoDraw = False
157.5333 	EXP 	X_or_Y: autoDraw = False
157.5333 	EXP 	Gray_Square3: autoDraw = True
157.5333 	EXP 	text_3: autoDraw = True
159.2892 	EXP 	Gray_Square3: autoDraw = False
159.2892 	EXP 	text_3: autoDraw = False
159.2892 	EXP 	Gray_Square3: autoDraw = False
159.2892 	EXP 	text_3: autoDraw = False
159.2892 	EXP 	T1_text: text = '#'
159.2892 	EXP 	T2_text: text = '1'
159.2892 	EXP 	Gray_Square: autoDraw = True
159.2892 	EXP 	T1_text: autoDraw = True
159.3891 	EXP 	T1_text: autoDraw = False
159.4062 	EXP 	T1_Delay: autoDraw = True
160.1922 	EXP 	T1_Delay: autoDraw = False
160.1922 	EXP 	T2_text: autoDraw = True
160.6264 	DATA 	Keypress: z
160.6320 	EXP 	New trial (rep=38, index=0): None
160.6432 	EXP 	Gray_Square: autoDraw = False
160.6432 	EXP 	T1_text: autoDraw = False
160.6432 	EXP 	T1_Delay: autoDraw = False
160.6432 	EXP 	T2_text: autoDraw = False
160.6432 	EXP 	Gray_Square2: autoDraw = False
160.6432 	EXP 	X_or_Y: autoDraw = False
160.6432 	EXP 	Gray_Square3: autoDraw = True
160.6432 	EXP 	text_3: autoDraw = True
161.6801 	EXP 	Gray_Square3: autoDraw = False
161.6801 	EXP 	text_3: autoDraw = False
161.6801 	EXP 	Gray_Square3: autoDraw = False
161.6801 	EXP 	text_3: autoDraw = False
161.6801 	EXP 	T1_text: text = '#'
161.6801 	EXP 	T2_text: text = '2'
161.6801 	EXP 	Gray_Square: autoDraw = True
161.6801 	EXP 	T1_text: autoDraw = True
161.7795 	EXP 	T1_text: autoDraw = False
161.7971 	EXP 	T1_Delay: autoDraw = True
162.5816 	EXP 	T1_Delay: autoDraw = False
162.5816 	EXP 	T2_text: autoDraw = True
163.0670 	DATA 	Keypress: slash
163.0726 	EXP 	New trial (rep=39, index=0): None
163.0839 	EXP 	Gray_Square: autoDraw = False
163.0839 	EXP 	T1_text: autoDraw = False
163.0839 	EXP 	T1_Delay: autoDraw = False
163.0839 	EXP 	T2_text: autoDraw = False
163.0839 	EXP 	Gray_Square2: autoDraw = False
163.0839 	EXP 	X_or_Y: autoDraw = False
163.0839 	EXP 	Gray_Square3: autoDraw = True
163.0839 	EXP 	text_3: autoDraw = True
164.2714 	EXP 	Gray_Square3: autoDraw = False
164.2714 	EXP 	text_3: autoDraw = False
164.2714 	EXP 	Gray_Square3: autoDraw = False
164.2714 	EXP 	text_3: autoDraw = False
164.2714 	EXP 	T1_text: text = 'X'
164.2714 	EXP 	T2_text: text = '1'
164.2714 	EXP 	Gray_Square: autoDraw = True
164.2714 	EXP 	T1_text: autoDraw = True
164.3539 	EXP 	T1_text: autoDraw = False
164.3711 	EXP 	T1_Delay: autoDraw = True
165.1562 	EXP 	T1_Delay: autoDraw = False
165.1562 	EXP 	T2_text: autoDraw = True
165.6087 	DATA 	Keypress: z
165.6143 	EXP 	New trial (rep=40, index=0): None
165.6243 	EXP 	Gray_Square: autoDraw = False
165.6243 	EXP 	T1_text: autoDraw = False
165.6243 	EXP 	T1_Delay: autoDraw = False
165.6243 	EXP 	T2_text: autoDraw = False
165.6243 	EXP 	Gray_Square2: autoDraw = False
165.6243 	EXP 	X_or_Y: autoDraw = False
165.6243 	EXP 	Gray_Square3: autoDraw = True
165.6243 	EXP 	text_3: autoDraw = True
167.5636 	EXP 	Gray_Square3: autoDraw = False
167.5636 	EXP 	text_3: autoDraw = False
167.5636 	EXP 	Gray_Square3: autoDraw = False
167.5636 	EXP 	text_3: autoDraw = False
167.5636 	EXP 	T1_text: text = '#'
167.5636 	EXP 	T2_text: text = '1'
167.5636 	EXP 	Gray_Square: autoDraw = True
167.5636 	EXP 	T1_text: autoDraw = True
167.6634 	EXP 	T1_text: autoDraw = False
167.6801 	EXP 	T1_Delay: autoDraw = True
168.4661 	EXP 	T1_Delay: autoDraw = False
168.4661 	EXP 	T2_text: autoDraw = True
168.9355 	DATA 	Keypress: z
168.9411 	EXP 	New trial (rep=41, index=0): None
168.9509 	EXP 	Gray_Square: autoDraw = False
168.9509 	EXP 	T1_text: autoDraw = False
168.9509 	EXP 	T1_Delay: autoDraw = False
168.9509 	EXP 	T2_text: autoDraw = False
168.9509 	EXP 	Gray_Square2: autoDraw = False
168.9509 	EXP 	X_or_Y: autoDraw = False
168.9509 	EXP 	Gray_Square3: autoDraw = True
168.9509 	EXP 	text_3: autoDraw = True
170.6894 	EXP 	Gray_Square3: autoDraw = False
170.6894 	EXP 	text_3: autoDraw = False
170.6894 	EXP 	Gray_Square3: autoDraw = False
170.6894 	EXP 	text_3: autoDraw = False
170.6894 	EXP 	T1_text: text = 'Y'
170.6894 	EXP 	T2_text: text = '1'
170.6894 	EXP 	Gray_Square: autoDraw = True
170.6894 	EXP 	T1_text: autoDraw = True
170.7897 	EXP 	T1_text: autoDraw = False
170.8070 	EXP 	T1_Delay: autoDraw = True
171.5925 	EXP 	T1_Delay: autoDraw = False
171.5925 	EXP 	T2_text: autoDraw = True
172.1115 	DATA 	Keypress: z
172.1171 	EXP 	New trial (rep=42, index=0): None
172.1270 	EXP 	Gray_Square: autoDraw = False
172.1270 	EXP 	T1_text: autoDraw = False
172.1270 	EXP 	T1_Delay: autoDraw = False
172.1270 	EXP 	T2_text: autoDraw = False
172.1270 	EXP 	Gray_Square2: autoDraw = False
